,STATION,DATETIME,DAILY_ENTRY,DAILY_EXIT,DAILY_TOTAL
6651,BRIGHTON BEACH,2018-06-27,11991.0,8110.0,20101.0
6652,BRIGHTON BEACH,2018-06-28,11182.0,7078.0,18260.0
6653,BRIGHTON BEACH,2018-06-29,12473.0,9404.0,21877.0
6654,BRIGHTON BEACH,2018-06-30,10817.0,7712.0,18529.0
6655,BRIGHTON BEACH,2018-07-01,10422.0,7352.0,17774.0
6656,BRIGHTON BEACH,2018-07-02,13575.0,8658.0,22233.0
6657,BRIGHTON BEACH,2018-07-03,12644.0,9004.0,21648.0
6658,BRIGHTON BEACH,2018-07-04,9242.0,7379.0,16621.0
6659,BRIGHTON BEACH,2018-07-05,13292.0,8650.0,21942.0
6660,BRIGHTON BEACH,2018-07-06,9794.0,6592.0,16386.0
6661,BROAD CHANNEL,2018-05-26,125.0,98.0,223.0
6662,BROAD CHANNEL,2018-05-27,70.0,87.0,157.0
6663,BROAD CHANNEL,2018-05-28,97.0,58.0,155.0
6664,BROAD CHANNEL,2018-05-29,209.0,74.0,283.0
6665,BROAD CHANNEL,2018-05-30,261.0,61.0,322.0
6666,BROAD CHANNEL,2018-05-31,248.0,57.0,305.0
6667,BROAD CHANNEL,2018-06-01,131.0,59.0,190.0
6668,BROAD CHANNEL,2018-06-02,118.0,127.0,245.0
6669,BROAD CHANNEL,2018-06-03,59.0,37.0,96.0
6670,BROAD CHANNEL,2018-06-04,179.0,68.0,247.0
6671,BROAD CHANNEL,2018-06-05,260.0,65.0,325.0
6672,BROAD CHANNEL,2018-06-06,302.0,137.0,439.0
6673,BROAD CHANNEL,2018-06-07,191.0,79.0,270.0
6674,BROAD CHANNEL,2018-06-08,230.0,84.0,314.0
6675,BROAD CHANNEL,2018-06-09,160.0,89.0,249.0
6676,BROAD CHANNEL,2018-06-10,88.0,54.0,142.0
6677,BROAD CHANNEL,2018-06-11,213.0,67.0,280.0
6678,BROAD CHANNEL,2018-06-12,275.0,50.0,325.0
6679,BROAD CHANNEL,2018-06-13,277.0,71.0,348.0
6680,BROAD CHANNEL,2018-06-14,237.0,83.0,320.0
6681,BROAD CHANNEL,2018-06-15,228.0,69.0,297.0
6682,BROAD CHANNEL,2018-06-16,135.0,86.0,221.0
6683,BROAD CHANNEL,2018-06-17,83.0,70.0,153.0
6684,BROAD CHANNEL,2018-06-18,289.0,106.0,395.0
6685,BROAD CHANNEL,2018-06-19,266.0,74.0,340.0
6686,BROAD CHANNEL,2018-06-20,194.0,161.0,355.0
6687,BROAD CHANNEL,2018-06-21,273.0,55.0,328.0
6688,BROAD CHANNEL,2018-06-22,204.0,69.0,273.0
6689,BROAD CHANNEL,2018-06-23,90.0,77.0,167.0
6690,BROAD CHANNEL,2018-06-24,113.0,92.0,205.0
6691,BROAD CHANNEL,2018-06-25,313.0,86.0,399.0
6692,BROAD CHANNEL,2018-06-26,189.0,67.0,256.0
6693,BROAD CHANNEL,2018-06-27,290.0,68.0,358.0
6694,BROAD CHANNEL,2018-06-28,296.0,76.0,372.0
6695,BROAD CHANNEL,2018-06-29,314.0,99.0,413.0
6696,BROAD CHANNEL,2018-06-30,131.0,82.0,213.0
6697,BROAD CHANNEL,2018-07-01,183.0,199.0,382.0
6698,BROAD CHANNEL,2018-07-02,276.0,83.0,359.0
6699,BROAD CHANNEL,2018-07-03,270.0,76.0,346.0
6700,BROAD CHANNEL,2018-07-04,79.0,54.0,133.0
6701,BROAD CHANNEL,2018-07-05,207.0,59.0,266.0
6702,BROAD CHANNEL,2018-07-06,187.0,35.0,222.0
6703,BROAD ST,2018-05-26,2092.0,1075.0,3167.0
6704,BROAD ST,2018-05-27,1770.0,929.0,2699.0
6705,BROAD ST,2018-05-28,1900.0,1010.0,2910.0
6706,BROAD ST,2018-05-29,7159.0,2613.0,9772.0
6707,BROAD ST,2018-05-30,6954.0,2322.0,9276.0
6708,BROAD ST,2018-05-31,6978.0,2836.0,9814.0
6709,BROAD ST,2018-06-01,7188.0,2821.0,10009.0
6710,BROAD ST,2018-06-02,2396.0,1259.0,3655.0
6711,BROAD ST,2018-06-03,1369.0,1015.0,2384.0
6712,BROAD ST,2018-06-04,7389.0,2736.0,10125.0
6713,BROAD ST,2018-06-05,7994.0,3060.0,11054.0
6714,BROAD ST,2018-06-06,7835.0,2998.0,10833.0
6715,BROAD ST,2018-06-07,6775.0,2852.0,9627.0
6716,BROAD ST,2018-06-08,6866.0,2822.0,9688.0
6717,BROAD ST,2018-06-09,2748.0,1178.0,3926.0
6718,BROAD ST,2018-06-10,1796.0,810.0,2606.0
6719,BROAD ST,2018-06-11,7067.0,2812.0,9879.0
6720,BROAD ST,2018-06-12,7704.0,2921.0,10625.0
6721,BROAD ST,2018-06-13,7743.0,2837.0,10580.0
6722,BROAD ST,2018-06-14,7556.0,3017.0,10573.0
6723,BROAD ST,2018-06-15,6857.0,2644.0,9501.0
6724,BROAD ST,2018-06-16,122.0,88.0,210.0
6725,BROAD ST,2018-06-17,2.0,2.0,4.0
6726,BROAD ST,2018-06-18,6571.0,2479.0,9050.0
6727,BROAD ST,2018-06-19,7574.0,2799.0,10373.0
6728,BROAD ST,2018-06-20,7506.0,2833.0,10339.0
6729,BROAD ST,2018-06-21,7458.0,2813.0,10271.0
6730,BROAD ST,2018-06-22,7481.0,2867.0,10348.0
6731,BROAD ST,2018-06-23,2313.0,1010.0,3323.0
6732,BROAD ST,2018-06-24,1915.0,967.0,2882.0
6733,BROAD ST,2018-06-25,6766.0,2677.0,9443.0
6734,BROAD ST,2018-06-26,7061.0,2907.0,9968.0
6735,BROAD ST,2018-06-27,7760.0,2263.0,10023.0
6736,BROAD ST,2018-06-28,7540.0,2375.0,9915.0
6737,BROAD ST,2018-06-29,7138.0,2961.0,10099.0
6738,BROAD ST,2018-06-30,3581.0,1598.0,5179.0
6739,BROAD ST,2018-07-01,2485.0,1204.0,3689.0
6740,BROAD ST,2018-07-02,6759.0,2607.0,9366.0
6741,BROAD ST,2018-07-03,6876.0,2584.0,9460.0
6742,BROAD ST,2018-07-04,2104.0,938.0,3042.0
6743,BROAD ST,2018-07-05,5691.0,2714.0,8405.0
6744,BROAD ST,2018-07-06,6357.0,2473.0,8830.0
6745,BROADWAY,2018-05-26,3035.0,2874.0,5909.0
6746,BROADWAY,2018-05-27,2445.0,2466.0,4911.0
6747,BROADWAY,2018-05-28,3055.0,2693.0,5748.0
6748,BROADWAY,2018-05-29,21596.0,12598.0,34194.0
6749,BROADWAY,2018-05-30,22666.0,14913.0,37579.0
6750,BROADWAY,2018-05-31,22596.0,15045.0,37641.0
6751,BROADWAY,2018-06-01,22903.0,15000.0,37903.0
6752,BROADWAY,2018-06-02,4901.0,6354.0,11255.0
6753,BROADWAY,2018-06-03,3067.0,2994.0,6061.0
6754,BROADWAY,2018-06-04,21042.0,12565.0,33607.0
6755,BROADWAY,2018-06-05,22436.0,14083.0,36519.0
6756,BROADWAY,2018-06-06,22845.0,14821.0,37666.0
6757,BROADWAY,2018-06-07,21575.0,13648.0,35223.0
6758,BROADWAY,2018-06-08,22377.0,14611.0,36988.0
6759,BROADWAY,2018-06-09,4623.0,6085.0,10708.0
6760,BROADWAY,2018-06-10,2748.0,2736.0,5484.0
6761,BROADWAY,2018-06-11,20677.0,11662.0,32339.0
6762,BROADWAY,2018-06-12,22662.0,14495.0,37157.0
6763,BROADWAY,2018-06-13,21829.0,14423.0,36252.0
6764,BROADWAY,2018-06-14,22543.0,14175.0,36718.0
6765,BROADWAY,2018-06-15,8331.0,6662.0,14993.0
6766,BROADWAY,2018-06-16,17260.0,13032.0,30292.0
6767,BROADWAY,2018-06-17,2610.0,2569.0,5179.0
6768,BROADWAY,2018-06-18,19323.0,10330.0,29653.0
6769,BROADWAY,2018-06-19,21767.0,13183.0,34950.0
6770,BROADWAY,2018-06-20,21299.0,14705.0,36004.0
6771,BROADWAY,2018-06-21,21112.0,14078.0,35190.0
6772,BROADWAY,2018-06-22,20978.0,13441.0,34419.0
6773,BROADWAY,2018-06-23,9274.0,7469.0,16743.0
6774,BROADWAY,2018-06-24,8065.0,6259.0,14324.0
6775,BROADWAY,2018-06-25,16471.0,10821.0,27292.0
6776,BROADWAY,2018-06-26,17023.0,11626.0,28649.0
6777,BROADWAY,2018-06-27,16388.0,11648.0,28036.0
6778,BROADWAY,2018-06-28,13473.0,7846.0,21319.0
6779,BROADWAY,2018-06-29,4302.0,3277.0,7579.0
6780,BROADWAY,2018-06-30,15233.0,14075.0,29308.0
6781,BROADWAY,2018-07-01,1.0,1.0,2.0
6782,BROADWAY,2018-07-02,3608.0,2837.0,6445.0
6783,BROADWAY,2018-07-03,3633.0,2690.0,6323.0
6784,BROADWAY,2018-07-04,2876.0,2438.0,5314.0
6785,BROADWAY,2018-07-05,4313.0,3889.0,8202.0
6786,BROADWAY,2018-07-06,3569.0,2672.0,6241.0
6787,BROADWAY JCT,2018-05-26,5300.0,4428.0,9728.0
6788,BROADWAY JCT,2018-05-27,4837.0,4681.0,9518.0
6789,BROADWAY JCT,2018-05-28,5223.0,4633.0,9856.0
6790,BROADWAY JCT,2018-05-29,8793.0,7835.0,16628.0
6791,BROADWAY JCT,2018-05-30,9164.0,8606.0,17770.0
6792,BROADWAY JCT,2018-05-31,9025.0,8286.0,17311.0
6793,BROADWAY JCT,2018-06-01,9122.0,8458.0,17580.0
6794,BROADWAY JCT,2018-06-02,6591.0,6654.0,13245.0
6795,BROADWAY JCT,2018-06-03,5169.0,5725.0,10894.0
6796,BROADWAY JCT,2018-06-04,8595.0,7941.0,16536.0
6797,BROADWAY JCT,2018-06-05,8950.0,8451.0,17401.0
6798,BROADWAY JCT,2018-06-06,9230.0,8476.0,17706.0
6799,BROADWAY JCT,2018-06-07,8791.0,8039.0,16830.0
6800,BROADWAY JCT,2018-06-08,9382.0,8618.0,18000.0
6801,BROADWAY JCT,2018-06-09,6731.0,6653.0,13384.0
6802,BROADWAY JCT,2018-06-10,5364.0,5327.0,10691.0
6803,BROADWAY JCT,2018-06-11,8581.0,8134.0,16715.0
6804,BROADWAY JCT,2018-06-12,9044.0,8441.0,17485.0
6805,BROADWAY JCT,2018-06-13,8784.0,8147.0,16931.0
6806,BROADWAY JCT,2018-06-14,8908.0,8186.0,17094.0
6807,BROADWAY JCT,2018-06-15,8670.0,8083.0,16753.0
6808,BROADWAY JCT,2018-06-16,7452.0,8009.0,15461.0
6809,BROADWAY JCT,2018-06-17,6159.0,6937.0,13096.0
6810,BROADWAY JCT,2018-06-18,8823.0,7989.0,16812.0
6811,BROADWAY JCT,2018-06-19,9306.0,9385.0,18691.0
6812,BROADWAY JCT,2018-06-20,9176.0,8663.0,17839.0
6813,BROADWAY JCT,2018-06-21,9160.0,8452.0,17612.0
6814,BROADWAY JCT,2018-06-22,9057.0,8583.0,17640.0
6815,BROADWAY JCT,2018-06-23,6162.0,6146.0,12308.0
6816,BROADWAY JCT,2018-06-24,5649.0,5266.0,10915.0
6817,BROADWAY JCT,2018-06-25,8284.0,7798.0,16082.0
6818,BROADWAY JCT,2018-06-26,8858.0,8411.0,17269.0
6819,BROADWAY JCT,2018-06-27,8888.0,7866.0,16754.0
6820,BROADWAY JCT,2018-06-28,8409.0,7841.0,16250.0
6821,BROADWAY JCT,2018-06-29,9010.0,7940.0,16950.0
6822,BROADWAY JCT,2018-06-30,7684.0,7929.0,15613.0
6823,BROADWAY JCT,2018-07-01,6534.0,6496.0,13030.0
6824,BROADWAY JCT,2018-07-02,7799.0,7180.0,14979.0
6825,BROADWAY JCT,2018-07-03,8087.0,7396.0,15483.0
6826,BROADWAY JCT,2018-07-04,5167.0,4831.0,9998.0
6827,BROADWAY JCT,2018-07-05,8091.0,7603.0,15694.0
6828,BROADWAY JCT,2018-07-06,7873.0,7280.0,15153.0
6829,BRONX PARK EAST,2018-05-26,1131.0,502.0,1633.0
6830,BRONX PARK EAST,2018-05-27,928.0,473.0,1401.0
6831,BRONX PARK EAST,2018-05-28,1215.0,525.0,1740.0
6832,BRONX PARK EAST,2018-05-29,2515.0,1178.0,3693.0
6833,BRONX PARK EAST,2018-05-30,2878.0,986.0,3864.0
6834,BRONX PARK EAST,2018-05-31,2716.0,1155.0,3871.0
6835,BRONX PARK EAST,2018-06-01,2664.0,1139.0,3803.0
6836,BRONX PARK EAST,2018-06-02,1406.0,726.0,2132.0
6837,BRONX PARK EAST,2018-06-03,898.0,462.0,1360.0
6838,BRONX PARK EAST,2018-06-04,2640.0,1002.0,3642.0
6839,BRONX PARK EAST,2018-06-05,2660.0,1060.0,3720.0
6840,BRONX PARK EAST,2018-06-06,2732.0,1115.0,3847.0
6841,BRONX PARK EAST,2018-06-07,2578.0,1017.0,3595.0
6842,BRONX PARK EAST,2018-06-08,2858.0,1196.0,4054.0
6843,BRONX PARK EAST,2018-06-09,1395.0,721.0,2116.0
6844,BRONX PARK EAST,2018-06-10,1085.0,469.0,1554.0
6845,BRONX PARK EAST,2018-06-11,2510.0,880.0,3390.0
6846,BRONX PARK EAST,2018-06-12,2732.0,1108.0,3840.0
6847,BRONX PARK EAST,2018-06-13,2682.0,1017.0,3699.0
6848,BRONX PARK EAST,2018-06-14,2718.0,1128.0,3846.0
6849,BRONX PARK EAST,2018-06-15,2417.0,932.0,3349.0
6850,BRONX PARK EAST,2018-06-16,1372.0,629.0,2001.0
6851,BRONX PARK EAST,2018-06-17,1065.0,474.0,1539.0
6852,BRONX PARK EAST,2018-06-18,2396.0,924.0,3320.0
6853,BRONX PARK EAST,2018-06-19,2568.0,868.0,3436.0
6854,BRONX PARK EAST,2018-06-20,2598.0,993.0,3591.0
6855,BRONX PARK EAST,2018-06-21,2597.0,998.0,3595.0
6856,BRONX PARK EAST,2018-06-22,2390.0,1063.0,3453.0
6857,BRONX PARK EAST,2018-06-23,1337.0,566.0,1903.0
6858,BRONX PARK EAST,2018-06-24,1138.0,490.0,1628.0
6859,BRONX PARK EAST,2018-06-25,2502.0,875.0,3377.0
6860,BRONX PARK EAST,2018-06-26,2399.0,1072.0,3471.0
6861,BRONX PARK EAST,2018-06-27,2373.0,959.0,3332.0
6862,BRONX PARK EAST,2018-06-28,2215.0,865.0,3080.0
6863,BRONX PARK EAST,2018-06-29,2295.0,931.0,3226.0
6864,BRONX PARK EAST,2018-06-30,1257.0,679.0,1936.0
6865,BRONX PARK EAST,2018-07-01,932.0,552.0,1484.0
6866,BRONX PARK EAST,2018-07-02,2121.0,820.0,2941.0
6867,BRONX PARK EAST,2018-07-03,2145.0,864.0,3009.0
6868,BRONX PARK EAST,2018-07-04,1147.0,609.0,1756.0
6869,BRONX PARK EAST,2018-07-05,2251.0,869.0,3120.0
6870,BRONX PARK EAST,2018-07-06,2130.0,850.0,2980.0
6871,BROOK AV,2018-05-26,3728.0,3380.0,7108.0
6872,BROOK AV,2018-05-27,3120.0,3356.0,6476.0
6873,BROOK AV,2018-05-28,3524.0,3489.0,7013.0
6874,BROOK AV,2018-05-29,6300.0,5608.0,11908.0
6875,BROOK AV,2018-05-30,6629.0,5966.0,12595.0
6876,BROOK AV,2018-05-31,6436.0,6052.0,12488.0
6877,BROOK AV,2018-06-01,6667.0,5272.0,11939.0
6878,BROOK AV,2018-06-02,4230.0,4013.0,8243.0
6879,BROOK AV,2018-06-03,3257.0,3276.0,6533.0
6880,BROOK AV,2018-06-04,6458.0,5611.0,12069.0
6881,BROOK AV,2018-06-05,6454.0,5947.0,12401.0
6882,BROOK AV,2018-06-06,6628.0,5819.0,12447.0
6883,BROOK AV,2018-06-07,6132.0,5543.0,11675.0
6884,BROOK AV,2018-06-08,6678.0,6060.0,12738.0
6885,BROOK AV,2018-06-09,4758.0,4670.0,9428.0
6886,BROOK AV,2018-06-10,3456.0,3783.0,7239.0
6887,BROOK AV,2018-06-11,6279.0,5584.0,11863.0
6888,BROOK AV,2018-06-12,6502.0,6112.0,12614.0
6889,BROOK AV,2018-06-13,6525.0,6188.0,12713.0
6890,BROOK AV,2018-06-14,6708.0,6078.0,12786.0
6891,BROOK AV,2018-06-15,6162.0,5663.0,11825.0
6892,BROOK AV,2018-06-16,4006.0,4170.0,8176.0
6893,BROOK AV,2018-06-17,3342.0,3489.0,6831.0
6894,BROOK AV,2018-06-18,6050.0,5772.0,11822.0
6895,BROOK AV,2018-06-19,5994.0,5761.0,11755.0
6896,BROOK AV,2018-06-20,6161.0,6041.0,12202.0
6897,BROOK AV,2018-06-21,6280.0,6073.0,12353.0
6898,BROOK AV,2018-06-22,6074.0,5889.0,11963.0
6899,BROOK AV,2018-06-23,1135.0,3358.0,4493.0
6900,BROOK AV,2018-06-24,875.0,2943.0,3818.0
6901,BROOK AV,2018-06-25,5756.0,5505.0,11261.0
6902,BROOK AV,2018-06-26,6030.0,5947.0,11977.0
6903,BROOK AV,2018-06-27,5579.0,5398.0,10977.0
6904,BROOK AV,2018-06-28,5466.0,5269.0,10735.0
6905,BROOK AV,2018-06-29,5575.0,5413.0,10988.0
6906,BROOK AV,2018-06-30,3540.0,1853.0,5393.0
6907,BROOK AV,2018-07-01,2665.0,1285.0,3950.0
6908,BROOK AV,2018-07-02,4848.0,4504.0,9352.0
6909,BROOK AV,2018-07-03,5116.0,5034.0,10150.0
6910,BROOK AV,2018-07-04,3124.0,3488.0,6612.0
6911,BROOK AV,2018-07-05,5244.0,4997.0,10241.0
6912,BROOK AV,2018-07-06,5451.0,5206.0,10657.0
6913,BROOKLYN BRIDGE,2018-05-26,7810.0,5387.0,13197.0
6914,BROOKLYN BRIDGE,2018-05-27,6597.0,4378.0,10975.0
6915,BROOKLYN BRIDGE,2018-05-28,8062.0,5651.0,13713.0
6916,BROOKLYN BRIDGE,2018-05-29,19641.0,16824.0,36465.0
6917,BROOKLYN BRIDGE,2018-05-30,22334.0,18194.0,40528.0
6918,BROOKLYN BRIDGE,2018-05-31,20671.0,17493.0,38164.0
6919,BROOKLYN BRIDGE,2018-06-01,20069.0,16266.0,36335.0
6920,BROOKLYN BRIDGE,2018-06-02,10089.0,6904.0,16993.0
6921,BROOKLYN BRIDGE,2018-06-03,7710.0,5063.0,12773.0
6922,BROOKLYN BRIDGE,2018-06-04,19501.0,15656.0,35157.0
6923,BROOKLYN BRIDGE,2018-06-05,21814.0,17948.0,39762.0
6924,BROOKLYN BRIDGE,2018-06-06,22717.0,18728.0,41445.0
6925,BROOKLYN BRIDGE,2018-06-07,22327.0,18449.0,40776.0
6926,BROOKLYN BRIDGE,2018-06-08,20610.0,16449.0,37059.0
6927,BROOKLYN BRIDGE,2018-06-09,10827.0,6943.0,17770.0
6928,BROOKLYN BRIDGE,2018-06-10,7842.0,5517.0,13359.0
6929,BROOKLYN BRIDGE,2018-06-11,19869.0,17334.0,37203.0
6930,BROOKLYN BRIDGE,2018-06-12,22222.0,17792.0,40014.0
6931,BROOKLYN BRIDGE,2018-06-13,20952.0,17244.0,38196.0
6932,BROOKLYN BRIDGE,2018-06-14,22088.0,17921.0,40009.0
6933,BROOKLYN BRIDGE,2018-06-15,20075.0,15437.0,35512.0
6934,BROOKLYN BRIDGE,2018-06-16,9961.0,7130.0,17091.0
6935,BROOKLYN BRIDGE,2018-06-17,7567.0,5354.0,12921.0
6936,BROOKLYN BRIDGE,2018-06-18,19733.0,16038.0,35771.0
6937,BROOKLYN BRIDGE,2018-06-19,21579.0,17269.0,38848.0
6938,BROOKLYN BRIDGE,2018-06-20,22143.0,17719.0,39862.0
6939,BROOKLYN BRIDGE,2018-06-21,22069.0,17434.0,39503.0
6940,BROOKLYN BRIDGE,2018-06-22,20541.0,15347.0,35888.0
6941,BROOKLYN BRIDGE,2018-06-23,8582.0,5410.0,13992.0
6942,BROOKLYN BRIDGE,2018-06-24,7804.0,5219.0,13023.0
6943,BROOKLYN BRIDGE,2018-06-25,19989.0,17675.0,37664.0
6944,BROOKLYN BRIDGE,2018-06-26,22121.0,18396.0,40517.0
6945,BROOKLYN BRIDGE,2018-06-27,21816.0,17737.0,39553.0
6946,BROOKLYN BRIDGE,2018-06-28,20283.0,16687.0,36970.0
6947,BROOKLYN BRIDGE,2018-06-29,20189.0,16089.0,36278.0
6948,BROOKLYN BRIDGE,2018-06-30,12330.0,11819.0,24149.0
6949,BROOKLYN BRIDGE,2018-07-01,8754.0,7034.0,15788.0
6950,BROOKLYN BRIDGE,2018-07-02,18319.0,15633.0,33952.0
6951,BROOKLYN BRIDGE,2018-07-03,18331.0,14733.0,33064.0
6952,BROOKLYN BRIDGE,2018-07-04,8218.0,5135.0,13353.0
6953,BROOKLYN BRIDGE,2018-07-05,18087.0,14758.0,32845.0
6954,BROOKLYN BRIDGE,2018-07-06,16509.0,12978.0,29487.0
6955,BUHRE AV,2018-05-26,1504.0,1457.0,2961.0
6956,BUHRE AV,2018-05-27,1164.0,1312.0,2476.0
6957,BUHRE AV,2018-05-28,1337.0,1394.0,2731.0
6958,BUHRE AV,2018-05-29,3799.0,3395.0,7194.0
6959,BUHRE AV,2018-05-30,3896.0,3717.0,7613.0
6960,BUHRE AV,2018-05-31,3851.0,3755.0,7606.0
6961,BUHRE AV,2018-06-01,4013.0,3563.0,7576.0
6962,BUHRE AV,2018-06-02,1796.0,1880.0,3676.0
6963,BUHRE AV,2018-06-03,1242.0,1366.0,2608.0
6964,BUHRE AV,2018-06-04,3803.0,3475.0,7278.0
6965,BUHRE AV,2018-06-05,4088.0,3811.0,7899.0
6966,BUHRE AV,2018-06-06,4065.0,3759.0,7824.0
6967,BUHRE AV,2018-06-07,3875.0,3561.0,7436.0
6968,BUHRE AV,2018-06-08,4173.0,3791.0,7964.0
6969,BUHRE AV,2018-06-09,1835.0,2085.0,3920.0
6970,BUHRE AV,2018-06-10,1343.0,1523.0,2866.0
6971,BUHRE AV,2018-06-11,3775.0,3363.0,7138.0
6972,BUHRE AV,2018-06-12,3974.0,3747.0,7721.0
6973,BUHRE AV,2018-06-13,3956.0,3592.0,7548.0
6974,BUHRE AV,2018-06-14,3917.0,3561.0,7478.0
6975,BUHRE AV,2018-06-15,3561.0,3258.0,6819.0
6976,BUHRE AV,2018-06-16,1801.0,1994.0,3795.0
6977,BUHRE AV,2018-06-17,1297.0,1438.0,2735.0
6978,BUHRE AV,2018-06-18,3669.0,3249.0,6918.0
6979,BUHRE AV,2018-06-19,3890.0,3458.0,7348.0
6980,BUHRE AV,2018-06-20,3841.0,3612.0,7453.0
6981,BUHRE AV,2018-06-21,3906.0,3575.0,7481.0
6982,BUHRE AV,2018-06-22,4001.0,3902.0,7903.0
6983,BUHRE AV,2018-06-23,1589.0,1848.0,3437.0
6984,BUHRE AV,2018-06-24,1489.0,1637.0,3126.0
6985,BUHRE AV,2018-06-25,3785.0,3373.0,7158.0
6986,BUHRE AV,2018-06-26,3912.0,3657.0,7569.0
6987,BUHRE AV,2018-06-27,3621.0,3207.0,6828.0
6988,BUHRE AV,2018-06-28,3418.0,3162.0,6580.0
6989,BUHRE AV,2018-06-29,3531.0,3217.0,6748.0
6990,BUHRE AV,2018-06-30,1627.0,1747.0,3374.0
6991,BUHRE AV,2018-07-01,1223.0,1284.0,2507.0
6992,BUHRE AV,2018-07-02,3294.0,2965.0,6259.0
6993,BUHRE AV,2018-07-03,3379.0,3076.0,6455.0
6994,BUHRE AV,2018-07-04,1275.0,1397.0,2672.0
6995,BUHRE AV,2018-07-05,3142.0,2780.0,5922.0
6996,BUHRE AV,2018-07-06,3426.0,3147.0,6573.0
6997,BURKE AV,2018-05-26,1742.0,678.0,2420.0
6998,BURKE AV,2018-05-27,1399.0,667.0,2066.0
6999,BURKE AV,2018-05-28,1697.0,758.0,2455.0
7000,BURKE AV,2018-05-29,3288.0,1369.0,4657.0
7001,BURKE AV,2018-05-30,3468.0,1463.0,4931.0
7002,BURKE AV,2018-05-31,3466.0,1372.0,4838.0
7003,BURKE AV,2018-06-01,3521.0,1386.0,4907.0
7004,BURKE AV,2018-06-02,2027.0,973.0,3000.0
7005,BURKE AV,2018-06-03,1477.0,731.0,2208.0
7006,BURKE AV,2018-06-04,3351.0,1273.0,4624.0
7007,BURKE AV,2018-06-05,3430.0,1334.0,4764.0
7008,BURKE AV,2018-06-06,3436.0,1337.0,4773.0
7009,BURKE AV,2018-06-07,3324.0,1210.0,4534.0
7010,BURKE AV,2018-06-08,3591.0,1386.0,4977.0
7011,BURKE AV,2018-06-09,2094.0,969.0,3063.0
7012,BURKE AV,2018-06-10,1601.0,808.0,2409.0
7013,BURKE AV,2018-06-11,3292.0,1280.0,4572.0
7014,BURKE AV,2018-06-12,3363.0,1216.0,4579.0
7015,BURKE AV,2018-06-13,3361.0,1345.0,4706.0
7016,BURKE AV,2018-06-14,3462.0,1295.0,4757.0
7017,BURKE AV,2018-06-15,3203.0,1203.0,4406.0
7018,BURKE AV,2018-06-16,2057.0,965.0,3022.0
7019,BURKE AV,2018-06-17,1532.0,817.0,2349.0
7020,BURKE AV,2018-06-18,3220.0,1246.0,4466.0
7021,BURKE AV,2018-06-19,3339.0,1342.0,4681.0
7022,BURKE AV,2018-06-20,3357.0,1351.0,4708.0
7023,BURKE AV,2018-06-21,3304.0,1248.0,4552.0
7024,BURKE AV,2018-06-22,3314.0,1324.0,4638.0
7025,BURKE AV,2018-06-23,1790.0,829.0,2619.0
7026,BURKE AV,2018-06-24,1658.0,839.0,2497.0
7027,BURKE AV,2018-06-25,3120.0,1264.0,4384.0
7028,BURKE AV,2018-06-26,3198.0,1602.0,4800.0
7029,BURKE AV,2018-06-27,3043.0,1465.0,4508.0
7030,BURKE AV,2018-06-28,2967.0,1048.0,4015.0
7031,BURKE AV,2018-06-29,2987.0,1266.0,4253.0
7032,BURKE AV,2018-06-30,1796.0,1214.0,3010.0
7033,BURKE AV,2018-07-01,1304.0,981.0,2285.0
7034,BURKE AV,2018-07-02,2831.0,1067.0,3898.0
7035,BURKE AV,2018-07-03,2939.0,1123.0,4062.0
7036,BURKE AV,2018-07-04,1594.0,855.0,2449.0
7037,BURKE AV,2018-07-05,2950.0,1099.0,4049.0
7038,BURKE AV,2018-07-06,2945.0,1135.0,4080.0
7039,BURNSIDE AV,2018-05-26,5460.0,3013.0,8473.0
7040,BURNSIDE AV,2018-05-27,4506.0,3084.0,7590.0
7041,BURNSIDE AV,2018-05-28,5425.0,3334.0,8759.0
7042,BURNSIDE AV,2018-05-29,10314.0,4764.0,15078.0
7043,BURNSIDE AV,2018-05-30,10787.0,5258.0,16045.0
7044,BURNSIDE AV,2018-05-31,10229.0,5373.0,15602.0
7045,BURNSIDE AV,2018-06-01,9623.0,4998.0,14621.0
7046,BURNSIDE AV,2018-06-02,6681.0,4688.0,11369.0
7047,BURNSIDE AV,2018-06-03,5047.0,4178.0,9225.0
7048,BURNSIDE AV,2018-06-04,10163.0,4903.0,15066.0
7049,BURNSIDE AV,2018-06-05,10660.0,5076.0,15736.0
7050,BURNSIDE AV,2018-06-06,10927.0,5265.0,16192.0
7051,BURNSIDE AV,2018-06-07,10177.0,5292.0,15469.0
7052,BURNSIDE AV,2018-06-08,10728.0,5260.0,15988.0
7053,BURNSIDE AV,2018-06-09,7009.0,4118.0,11127.0
7054,BURNSIDE AV,2018-06-10,4926.0,3336.0,8262.0
7055,BURNSIDE AV,2018-06-11,10026.0,4878.0,14904.0
7056,BURNSIDE AV,2018-06-12,10311.0,5354.0,15665.0
7057,BURNSIDE AV,2018-06-13,10070.0,5398.0,15468.0
7058,BURNSIDE AV,2018-06-14,10319.0,5458.0,15777.0
7059,BURNSIDE AV,2018-06-15,9446.0,5161.0,14607.0
7060,BURNSIDE AV,2018-06-16,6485.0,5755.0,12240.0
7061,BURNSIDE AV,2018-06-17,4845.0,4547.0,9392.0
7062,BURNSIDE AV,2018-06-18,9599.0,4965.0,14564.0
7063,BURNSIDE AV,2018-06-19,9882.0,4552.0,14434.0
